Function,Raw Force, Resting Force offset, Compensated Force, External Analog Input, Position, milliseconds
Move forward to applanation setpoint,00002577,00001852,00000725,00000000,34.0572319031,1468387169989 
Move forward to applanation setpoint,00002566,00001852,00000714,00000000,34.0606040955,1468387169995 
Move forward to applanation setpoint,00002574,00001852,00000722,00000000,34.0639801025,1468387170000 
Move forward to applanation setpoint,00002575,00001852,00000723,00000000,34.0676498413,1468387170006 
Move forward to applanation setpoint,00002586,00001852,00000734,00000000,34.0712203979,1468387170012 
Move forward to applanation setpoint,00002572,00001852,00000720,00000000,34.0745964050,1468387170017 
Move forward to applanation setpoint,00002582,00001852,00000730,00000000,34.0781669617,1468387170023 
Move forward to applanation setpoint,00002592,00001852,00000740,00000000,34.0816383362,1468387170029 
Move forward to applanation setpoint,00002584,00001852,00000732,00000000,34.0851135254,1468387170035 
Move forward to applanation setpoint,00002592,00001852,00000740,00000000,34.0888824463,1468387170041 
Move forward to applanation setpoint,00002583,00001852,00000731,00000000,34.0925559998,1468387170046 
Move forward to applanation setpoint,00002591,00001852,00000739,00000000,34.0960273743,1468387170052 
Move forward to applanation setpoint,00002583,00001852,00000731,00000000,34.0993995667,1468387170058 
Move forward to applanation setpoint,00002591,00001852,00000739,00000000,34.1029739380,1468387170063 
Move forward to applanation setpoint,00002597,00001852,00000745,00000000,34.1063461304,1468387170069 
Move forward to applanation setpoint,00002594,00001852,00000742,00000000,34.1104125977,1468387170075 
Move forward to applanation setpoint,00002595,00001852,00000743,00000000,34.1138877869,1468387170081 
Move forward to applanation setpoint,00002594,00001852,00000742,00000000,34.1173591614,1468387170086 
Move forward to applanation setpoint,00002612,00001852,00000760,00000000,34.1207313538,1468387170092 
Move forward to applanation setpoint,00002595,00001852,00000743,00000000,34.1241073608,1468387170097 
Move forward to applanation setpoint,00002609,00001852,00000757,00000000,34.1276779175,1468387170104 
Move forward to applanation setpoint,00002617,00001852,00000765,00000000,34.1314468384,1468387170109 
Move forward to applanation setpoint,00002622,00001852,00000770,00000000,34.1348228455,1468387170115 
Move forward to applanation setpoint,00002620,00001852,00000768,00000000,34.1382942200,1468387170121 
Move forward to applanation setpoint,00002628,00001852,00000776,00000000,34.1418647766,1468387170126 
Move forward to applanation setpoint,00002635,00001852,00000783,00000000,34.1453399658,1468387170132 
Move forward to applanation setpoint,00002606,00001852,00000754,00000000,34.1491088867,1468387170138 
Move forward to applanation setpoint,00002634,00001852,00000782,00000000,34.1525802612,1468387170144 
Move forward to applanation setpoint,00002642,00001852,00000790,00000000,34.1561546326,1468387170149 
Move forward to applanation setpoint,00002644,00001852,00000792,00000000,34.1596260071,1468387170155 
Move forward to applanation setpoint,00002638,00001852,00000786,00000000,34.1630973816,1468387170160 
Move forward to applanation setpoint,00002640,00001852,00000788,00000000,34.1664733887,1468387170166 
Move forward to applanation setpoint,00002631,00001852,00000779,00000000,34.1699447632,1468387170172 
Move forward to applanation setpoint,00002653,00001852,00000801,00000000,34.1734161377,1468387170177 
Move forward to applanation setpoint,00002637,00001852,00000785,00000000,34.1768913269,1468387170183 
Move forward to applanation setpoint,00002649,00001852,00000797,00000000,34.1807594299,1468387170189 
Move forward to applanation setpoint,00002642,00001852,00000790,00000000,34.1841316223,1468387170195 
Move forward to applanation setpoint,00002654,00001852,00000802,00000000,34.1875076294,1468387170200 
Move forward to applanation setpoint,00002649,00001852,00000797,00000000,34.1909790039,1468387170206 
Move forward to applanation setpoint,00002648,00001852,00000796,00000000,34.1943511963,1468387170211 
Move forward to applanation setpoint,00002656,00001852,00000804,00000000,34.1983222961,1468387170217 
Move forward to applanation setpoint,00002650,00001852,00000798,00000000,34.2017936707,1468387170223 
Move forward to applanation setpoint,00002657,00001852,00000805,00000000,34.2052650452,1468387170229 
Move forward to applanation setpoint,00002659,00001852,00000807,00000000,34.2086410522,1468387170234 
Move forward to applanation setpoint,00002659,00001852,00000807,00000000,34.2121124268,1468387170240 
Move forward to applanation setpoint,00002655,00001852,00000803,00000000,34.2157821655,1468387170246 
Move forward to applanation setpoint,00002666,00001852,00000814,00000000,34.2196540833,1468387170252 
Move forward to applanation setpoint,00002679,00001852,00000827,00000000,34.2233238220,1468387170258 
Move forward to applanation setpoint,00002674,00001852,00000822,00000000,34.2266998291,1468387170263 
Move forward to applanation setpoint,00002676,00001852,00000824,00000000,34.2301712036,1468387170269 
Move forward to applanation setpoint,00002682,00001852,00000830,00000000,34.2340393066,1468387170275 
Move forward to applanation setpoint,00002691,00001852,00000839,00000000,34.2376136780,1468387170281 
Move forward to applanation setpoint,00002685,00001852,00000833,00000000,34.2410850525,1468387170287 
Move forward to applanation setpoint,00002704,00001852,00000852,00000000,34.2444572449,1468387170292 
Move forward to applanation setpoint,00002690,00001852,00000838,00000000,34.2478332520,1468387170298 
Move forward to applanation setpoint,00002687,00001852,00000835,00000000,34.2513046265,1468387170303 
Move forward to applanation setpoint,00002684,00001852,00000832,00000000,34.2546768188,1468387170309 
Move forward to applanation setpoint,00002687,00001852,00000835,00000000,34.2583503723,1468387170315 
Move forward to applanation setpoint,00002678,00001852,00000826,00000000,34.2621192932,1468387170321 
Move forward to applanation setpoint,00002679,00001852,00000827,00000000,34.2655906677,1468387170326 
Move forward to applanation setpoint,00002686,00001852,00000834,00000000,34.2691650391,1468387170332 
Move forward to applanation setpoint,00002682,00001852,00000830,00000000,34.2728347778,1468387170338 
Move forward to applanation setpoint,00002692,00001852,00000840,00000000,34.2765045166,1468387170344 
Move forward to applanation setpoint,00002696,00001852,00000844,00000000,34.2801780701,1468387170350 
Move forward to applanation setpoint,00002712,00001852,00000860,00000000,34.2835502625,1468387170356 
Move forward to applanation setpoint,00002710,00001852,00000858,00000000,34.2870216370,1468387170361 
Move forward to applanation setpoint,00002730,00001852,00000878,00000000,34.2904968262,1468387170367 
Move forward to applanation setpoint,00002745,00001852,00000893,00000000,34.2943649292,1468387170373 
Move forward to applanation setpoint,00002748,00001852,00000896,00000000,34.2978363037,1468387170379 
Move forward to applanation setpoint,00002749,00001852,00000897,00000000,34.3013114929,1468387170384 
Move forward to applanation setpoint,00002760,00001852,00000908,00000000,34.3047828674,1468387170390 
Move forward to applanation setpoint,00002759,00001852,00000907,00000000,34.3081550598,1468387170395 
Move forward to applanation setpoint,00002770,00001852,00000918,00000000,34.3119277954,1468387170402 
Move forward to applanation setpoint,00002759,00001852,00000907,00000000,34.3155975342,1468387170407 
Move forward to applanation setpoint,00002774,00001852,00000922,00000000,34.3190689087,1468387170413 
Move forward to applanation setpoint,00002754,00001852,00000902,00000000,34.3224449158,1468387170418 
Move forward to applanation setpoint,00002765,00001852,00000913,00000000,34.3259162903,1468387170424 
Move forward to applanation setpoint,00002764,00001852,00000912,00000000,34.3293876648,1468387170430 
Move forward to applanation setpoint,00002783,00001852,00000931,00000000,34.3333587646,1468387170436 
Move forward to applanation setpoint,00002791,00001852,00000939,00000000,34.3368301392,1468387170442 
Move forward to applanation setpoint,00002783,00001852,00000931,00000000,34.3404045105,1468387170447 
Move forward to applanation setpoint,00002800,00001852,00000948,00000000,34.3438758850,1468387170453 
Move forward to applanation setpoint,00002802,00001852,00000950,00000000,34.3472480774,1468387170459 
Move forward to applanation setpoint,00002812,00001852,00000960,00000000,34.3510208130,1468387170465 
Move forward to applanation setpoint,00002814,00001852,00000962,00000000,34.3546905518,1468387170471 
Move forward to applanation setpoint,00002825,00001852,00000973,00000000,34.3581619263,1468387170476 
Move forward to applanation setpoint,00002825,00001852,00000973,00000000,34.3616371155,1468387170482 
Move forward to applanation setpoint,00002827,00001852,00000975,00000000,34.3651084900,1468387170487 
Move forward to applanation setpoint,00002819,00001852,00000967,00000000,34.3684806824,1468387170493 
Move forward to applanation setpoint,00002823,00001852,00000971,00000000,34.3719558716,1468387170498 
Move forward to applanation setpoint,00002823,00001852,00000971,00000000,34.3753280640,1468387170505 
Move forward to applanation setpoint,00002822,00001852,00000970,00000000,34.3791961670,1468387170510 
Move forward to applanation setpoint,00002830,00001852,00000978,00000000,34.3826713562,1468387170516 
Move forward to applanation setpoint,00002831,00001852,00000979,00000000,34.3861427307,1468387170522 
Move forward to applanation setpoint,00002828,00001852,00000976,00000000,34.3896141052,1468387170527 
Move forward to applanation setpoint,00002832,00001852,00000980,00000000,34.3930892944,1468387170533 
Move forward to applanation setpoint,00002835,00001852,00000983,00000000,34.3969573975,1468387170539 
Move forward to applanation setpoint,00002850,00001852,00000998,00000000,34.4005279541,1468387170545 
Move forward to applanation setpoint,00002847,00001852,00000995,00000000,34.4041023254,1468387170550 
Move forward to applanation setpoint,00002861,00001852,00001009,00000000,34.4074745178,1468387170556 
Move forward to applanation setpoint,00002857,00001852,00001005,00000000,34.4110450745,1468387170562 
Move forward to applanation setpoint,00002871,00001852,00001019,00000000,34.4144210815,1468387170568 
Move forward to applanation setpoint,00002866,00001852,00001014,00000000,34.4184875488,1468387170574 
Move forward to applanation setpoint,00002870,00001852,00001018,00000000,34.4219589233,1468387170580 
Move forward to applanation setpoint,00002865,00001852,00001013,00000000,34.4254341125,1468387170585 
Move forward to applanation setpoint,00002867,00001852,00001015,00000000,34.4289054871,1468387170591 
Move forward to applanation setpoint,00002869,00001852,00001017,00000000,34.4322776794,1468387170596 
Move forward to applanation setpoint,00002876,00001852,00001024,00000000,34.4360504150,1468387170602 
Move forward to applanation setpoint,00002873,00001852,00001021,00000000,34.4397201538,1468387170608 
Move forward to applanation setpoint,00002885,00001852,00001033,00000000,34.4430923462,1468387170614 
Move forward to applanation setpoint,00002885,00001852,00001033,00000000,34.4465675354,1468387170619 
Move forward to applanation setpoint,00002895,00001852,00001043,00000000,34.4499397278,1468387170625 
Move forward to applanation setpoint,00002903,00001852,00001051,00000000,34.4534111023,1468387170630 
Move forward to applanation setpoint,00002895,00001852,00001043,00000000,34.4568862915,1468387170636 
Move forward to applanation setpoint,00002917,00001852,00001065,00000000,34.4605560303,1468387170642 
Move forward to applanation setpoint,00002903,00001852,00001051,00000000,34.4644279480,1468387170648 
Move forward to applanation setpoint,00002916,00001852,00001064,00000000,34.4678993225,1468387170654 
Move forward to applanation setpoint,00002909,00001852,00001057,00000000,34.4719657898,1468387170660 
Move forward to applanation setpoint,00002931,00001852,00001079,00000000,34.4754409790,1468387170666 
Move forward to applanation setpoint,00002925,00001852,00001073,00000000,34.4789123535,1468387170672 
Move forward to applanation setpoint,00002942,00001852,00001090,00000000,34.4822845459,1468387170677 
Move forward to applanation setpoint,00002946,00001852,00001094,00000000,34.4856605530,1468387170683 
Move forward to applanation setpoint,00002961,00001852,00001109,00000000,34.4893302917,1468387170688 
Move forward to applanation setpoint,00002961,00001852,00001109,00000000,34.4927024841,1468387170694 
Move forward to applanation setpoint,00002956,00001852,00001104,00000000,34.4965744019,1468387170700 
Move forward to applanation setpoint,00002967,00001852,00001115,00000000,34.5001449585,1468387170706 
Move forward to applanation setpoint,00002968,00001852,00001116,00000000,34.5035171509,1468387170711 
Move forward to applanation setpoint,00002969,00001852,00001117,00000000,34.5069923401,1468387170717 
Move forward to applanation setpoint,00002971,00001852,00001119,00000000,34.5104637146,1468387170723 
Move forward to applanation setpoint,00002984,00001852,00001132,00000000,34.5138359070,1468387170728 
Move forward to applanation setpoint,00002962,00001852,00001110,00000000,34.5173110962,1468387170734 
Move forward to applanation setpoint,00002961,00001852,00001109,00000000,34.5212783813,1468387170741 
Move forward to applanation setpoint,00002963,00001852,00001111,00000000,34.5250473022,1468387170746 
Move forward to applanation setpoint,00002964,00001852,00001112,00000000,34.5286216736,1468387170752 
Move forward to applanation setpoint,00002964,00001852,00001112,00000000,34.5319938660,1468387170758 
Move forward to applanation setpoint,00003000,00001852,00001148,00000000,34.5354652405,1468387170763 
Move forward to applanation setpoint,00003000,00001852,00001148,00000000,34.5389404297,1468387170769 
Move forward to applanation setpoint,00002997,00001852,00001145,00000000,34.5430068970,1468387170775 
Move forward to applanation setpoint,00003002,00001852,00001150,00000000,34.5463790894,1468387170781 
Move forward to applanation setpoint,00003003,00001852,00001151,00000000,34.5498542786,1468387170786 
Move forward to applanation setpoint,00003008,00001852,00001156,00000000,34.5533256531,1468387170792 
Move forward to applanation setpoint,00003006,00001852,00001154,00000000,34.5566978455,1468387170798 
Move forward to applanation setpoint,00002993,00001852,00001141,00000000,34.5604705811,1468387170804 
Move forward to applanation setpoint,00002993,00001852,00001141,00000000,34.5641403198,1468387170810 
Move forward to applanation setpoint,00002981,00001852,00001129,00000000,34.5676155090,1468387170815 
Move forward to applanation setpoint,00002975,00001852,00001123,00000000,34.5710868835,1468387170821 
Move forward to applanation setpoint,00002988,00001852,00001136,00000000,34.5744590759,1468387170826 
Move forward to applanation setpoint,00002982,00001852,00001130,00000000,34.5779342651,1468387170832 
Move forward to applanation setpoint,00003001,00001852,00001149,00000000,34.5818023682,1468387170838 
Move forward to applanation setpoint,00003008,00001852,00001156,00000000,34.5852737427,1468387170844 
Move forward to applanation setpoint,00003018,00001852,00001166,00000000,34.5889472961,1468387170850 
Move forward to applanation setpoint,00003024,00001852,00001172,00000000,34.5923194885,1468387170855 
Move forward to applanation setpoint,00003041,00001852,00001189,00000000,34.5957908630,1468387170861 
Move forward to applanation setpoint,00003035,00001852,00001183,00000000,34.5992660522,1468387170866 
Move forward to applanation setpoint,00003061,00001852,00001209,00000000,34.6027374268,1468387170872 
Move forward to applanation setpoint,00003050,00001852,00001198,00000000,34.6068038940,1468387170878 
Move forward to applanation setpoint,00003049,00001852,00001197,00000000,34.6102790833,1468387170884 
Move forward to applanation setpoint,00003053,00001852,00001201,00000000,34.6137504578,1468387170890 
Move forward to applanation setpoint,00003046,00001852,00001194,00000000,34.6172218323,1468387170895 
Move forward to applanation setpoint,00003058,00001852,00001206,00000000,34.6206970215,1468387170901 
Move forward to applanation setpoint,00003045,00001852,00001193,00000000,34.6242675781,1468387170907 
Move forward to applanation setpoint,00003047,00001852,00001195,00000000,34.6279373169,1468387170913 
Move forward to applanation setpoint,00003046,00001852,00001194,00000000,34.6314125061,1468387170918 
Move forward to applanation setpoint,00003052,00001852,00001200,00000000,34.6348838806,1468387170924 
Move forward to applanation setpoint,00003057,00001852,00001205,00000000,34.6383552551,1468387170930 
Move forward to applanation setpoint,00003055,00001852,00001203,00000000,34.6418304443,1468387170936 
Move forward to applanation setpoint,00003075,00001852,00001223,00000000,34.6457977295,1468387170942 
Move forward to applanation setpoint,00003084,00001852,00001232,00000000,34.6494674683,1468387170947 
Move forward to applanation setpoint,00003078,00001852,00001226,00000000,34.6529426575,1468387170953 
Move forward to applanation setpoint,00003094,00001852,00001242,00000000,34.6563148499,1468387170959 
Move forward to applanation setpoint,00003089,00001852,00001237,00000000,34.6597862244,1468387170964 
Move forward to applanation setpoint,00003085,00001852,00001233,00000000,34.6635589600,1468387170971 
Move forward to applanation setpoint,00003108,00001852,00001256,00000000,34.6672286987,1468387170976 
Move forward to applanation setpoint,00003087,00001852,00001235,00000000,34.6706008911,1468387170982 
Move forward to applanation setpoint,00003091,00001852,00001239,00000000,34.6740760803,1468387170987 
Move forward to applanation setpoint,00003081,00001852,00001229,00000000,34.6776466370,1468387170993 
Move forward to applanation setpoint,00003093,00001852,00001241,00000000,34.6810188293,1468387170999 
Move forward to applanation setpoint,00003087,00001852,00001235,00000000,34.6848907471,1468387171005 
Move forward to applanation setpoint,00003091,00001852,00001239,00000000,34.6889572144,1468387171011 
Move forward to applanation setpoint,00003107,00001852,00001255,00000000,34.6924324036,1468387171017 
Move forward to applanation setpoint,00003103,00001852,00001251,00000000,34.6958045959,1468387171022 
Move forward to applanation setpoint,00003110,00001852,00001258,00000000,34.6992759705,1468387171028 
Move forward to applanation setpoint,00003118,00001852,00001266,00000000,34.7029495239,1468387171034 
Move forward to applanation setpoint,00003111,00001852,00001259,00000000,34.7064208984,1468387171040 
Move forward to applanation setpoint,00003128,00001852,00001276,00000000,34.7100906372,1468387171046 
Move forward to applanation setpoint,00003122,00001852,00001270,00000000,34.7136650085,1468387171051 
Move forward to applanation setpoint,00003123,00001852,00001271,00000000,34.7170372009,1468387171057 
Move forward to applanation setpoint,00003119,00001852,00001267,00000000,34.7206077576,1468387171063 
Move forward to applanation setpoint,00003114,00001852,00001262,00000000,34.7243804932,1468387171069 
Move forward to applanation setpoint,00003124,00001852,00001272,00000000,34.7278518677,1468387171074 
Move forward to applanation setpoint,00003117,00001852,00001265,00000000,34.7312240601,1468387171080 
Move forward to applanation setpoint,00003106,00001852,00001254,00000000,34.7346000671,1468387171085 
Move forward to applanation setpoint,00003125,00001852,00001273,00000000,34.7380714417,1468387171091 
Move forward to applanation setpoint,00003135,00001852,00001283,00000000,34.7414436340,1468387171096 
Move forward to applanation setpoint,00003117,00001852,00001265,00000000,34.7449188232,1468387171102 
Move forward to applanation setpoint,00003123,00001852,00001271,00000000,34.7483901978,1468387171108 
Move forward to applanation setpoint,00003135,00001852,00001283,00000000,34.7518615723,1468387171113 
Move forward to applanation setpoint,00003137,00001852,00001285,00000000,34.7555351257,1468387171119 
Move forward to applanation setpoint,00003147,00001852,00001295,00000000,34.7590065002,1468387171125 
Move forward to applanation setpoint,00003146,00001852,00001294,00000000,34.7624778748,1468387171130 
Move forward to applanation setpoint,00003149,00001852,00001297,00000000,34.7658538818,1468387171136 
Move forward to applanation setpoint,00003147,00001852,00001295,00000000,34.7692260742,1468387171142 
Move forward to applanation setpoint,00003148,00001852,00001296,00000000,34.7729949951,1468387171148 
Move forward to applanation setpoint,00003154,00001852,00001302,00000000,34.7769660950,1468387171154 
Move forward to applanation setpoint,00003147,00001852,00001295,00000000,34.7804374695,1468387171159 
Move forward to applanation setpoint,00003144,00001852,00001292,00000000,34.7838096619,1468387171165 
Move forward to applanation setpoint,00003144,00001852,00001292,00000000,34.7872848511,1468387171170 
Move forward to applanation setpoint,00003156,00001852,00001304,00000000,34.7906570435,1468387171176 
Move forward to applanation setpoint,00003147,00001852,00001295,00000000,34.7943267822,1468387171182 
Move forward to applanation setpoint,00003165,00001852,00001313,00000000,34.7979011536,1468387171188 
Move forward to applanation setpoint,00003180,00001852,00001328,00000000,34.8012733459,1468387171193 
Move forward to applanation setpoint,00003179,00001852,00001327,00000000,34.8047447205,1468387171199 
Move forward to applanation setpoint,00003187,00001852,00001335,00000000,34.8083190918,1468387171204 
Move forward to applanation setpoint,00003191,00001852,00001339,00000000,34.8116912842,1468387171211 
Move forward to applanation setpoint,00003201,00001852,00001349,00000000,34.8154602051,1468387171216 
Move forward to applanation setpoint,00003219,00001852,00001367,00000000,34.8189353943,1468387171222 
Move forward to applanation setpoint,00003222,00001852,00001370,00000000,34.8223075867,1468387171227 
Move forward to applanation setpoint,00003218,00001852,00001366,00000000,34.8257789612,1468387171233 
Move forward to applanation setpoint,00003218,00001852,00001366,00000000,34.8292541504,1468387171239 
Move forward to applanation setpoint,00003224,00001852,00001372,00000000,34.8329238892,1468387171245 
Move forward to applanation setpoint,00003221,00001852,00001369,00000000,34.8368949890,1468387171251 
Move forward to applanation setpoint,00003228,00001852,00001376,00000000,34.8403663635,1468387171256 
Move forward to applanation setpoint,00003231,00001852,00001379,00000000,34.8438377380,1468387171262 
Move forward to applanation setpoint,00003243,00001852,00001391,00000000,34.8473129272,1468387171268 
Move forward to applanation setpoint,00003250,00001852,00001398,00000000,34.8510818481,1468387171274 
Move forward to applanation setpoint,00003244,00001852,00001392,00000000,34.8545532227,1468387171279 
Move forward to applanation setpoint,00003259,00001852,00001407,00000000,34.8580284119,1468387171285 
Move forward to applanation setpoint,00003271,00001852,00001419,00000000,34.8614006042,1468387171290 
Move forward to applanation setpoint,00003279,00001852,00001427,00000000,34.8647727966,1468387171296 
Move forward to applanation setpoint,00003290,00001852,00001438,00000000,34.8683471680,1468387171302 
Move forward to applanation setpoint,00003308,00001852,00001456,00000000,34.8718185425,1468387171307 
Move forward to applanation setpoint,00003301,00001852,00001449,00000000,34.8756866455,1468387171313 
Move forward to applanation setpoint,00003308,00001852,00001456,00000000,34.8791618347,1468387171319 
Move forward to applanation setpoint,00003314,00001852,00001462,00000000,34.8825340271,1468387171325 
Move forward to applanation setpoint,00003298,00001852,00001446,00000000,34.8861045837,1468387171330 
Move forward to applanation setpoint,00003298,00001852,00001446,00000000,34.8894805908,1468387171336 
Move forward to applanation setpoint,00003301,00001852,00001449,00000000,34.8933486938,1468387171343 
Move forward to applanation setpoint,00003302,00001852,00001450,00000000,34.8973159790,1468387171349 
Move forward to applanation setpoint,00003313,00001852,00001461,00000000,34.9008903503,1468387171354 
Move forward to applanation setpoint,00003316,00001852,00001464,00000000,34.9043617249,1468387171360 
Move forward to applanation setpoint,00003332,00001852,00001480,00000000,34.9081306458,1468387171366 
Move forward to applanation setpoint,00003320,00001852,00001468,00000000,34.9118041992,1468387171372 
Move forward to applanation setpoint,00003330,00001852,00001478,00000000,34.9152755737,1468387171378 
Move forward to applanation setpoint,00003330,00001852,00001478,00000000,34.9187469482,1468387171383 
Move forward to applanation setpoint,00003347,00001852,00001495,00000000,34.9221229553,1468387171389 
Move forward to applanation setpoint,00003359,00001852,00001507,00000000,34.9255943298,1468387171394 
Move forward to applanation setpoint,00003353,00001852,00001501,00000000,34.9295654297,1468387171401 
Move forward to applanation setpoint,00003374,00001852,00001522,00000000,34.9330368042,1468387171406 
Move forward to applanation setpoint,00003382,00001852,00001530,00000000,34.9365081787,1468387171412 
Move forward to applanation setpoint,00003381,00001852,00001529,00000000,34.9399833679,1468387171417 
Move forward to applanation setpoint,00003390,00001852,00001538,00000000,34.9433555603,1468387171423 
Move forward to applanation setpoint,00003392,00001852,00001540,00000000,34.9469261169,1468387171429 
Move forward to applanation setpoint,00003393,00001852,00001541,00000000,34.9503021240,1468387171434 
Move forward to applanation setpoint,00003392,00001852,00001540,00000000,34.9541702271,1468387171441 
Move forward to applanation setpoint,00003388,00001852,00001536,00000000,34.9578399658,1468387171446 
Move forward to applanation setpoint,00003379,00001852,00001527,00000000,34.9614143372,1468387171452 
Move forward to applanation setpoint,00003384,00001852,00001532,00000000,34.9648857117,1468387171458 
Move forward to applanation setpoint,00003395,00001852,00001543,00000000,34.9683570862,1468387171463 
Move forward to applanation setpoint,00003404,00001852,00001552,00000000,34.9718322754,1468387171469 
Move forward to applanation setpoint,00003405,00001852,00001553,00000000,34.9757995605,1468387171475 
Move forward to applanation setpoint,00003401,00001852,00001549,00000000,34.9792709351,1468387171481 
Move forward to applanation setpoint,00003404,00001852,00001552,00000000,34.9826469421,1468387171486 
Move forward to applanation setpoint,00003405,00001852,00001553,00000000,34.9861183167,1468387171492 
Move forward to applanation setpoint,00003421,00001852,00001569,00000000,34.9894905090,1468387171498 
Move forward to applanation setpoint,00003442,00001852,00001590,00000000,34.9932632446,1468387171504 
Move forward to applanation setpoint,00003453,00001852,00001601,00000000,34.9970321655,1468387171510 
Move forward to applanation setpoint,00003446,00001852,00001594,00000000,35.0005035400,1468387171515 
Move forward to applanation setpoint,00003459,00001852,00001607,00000000,35.0038795471,1468387171521 
Move forward to applanation setpoint,00003463,00001852,00001611,00000000,35.0074501038,1468387171527 
Move forward to applanation setpoint,00003469,00001852,00001617,00000000,35.0109214783,1468387171533 
Move forward to applanation setpoint,00003464,00001852,00001612,00000000,35.0145950317,1468387171538 
Move forward to applanation setpoint,00003469,00001852,00001617,00000000,35.0181655884,1468387171544 
Move forward to applanation setpoint,00003490,00001852,00001638,00000000,35.0216369629,1468387171550 
Move forward to applanation setpoint,00003472,00001852,00001620,00000000,35.0253105164,1468387171555 
Move forward to applanation setpoint,00003491,00001852,00001639,00000000,35.0286827087,1468387171561 
Move forward to applanation setpoint,00003499,00001852,00001647,00000000,35.0320549011,1468387171566 
Move forward to applanation setpoint,00003501,00001852,00001649,00000000,35.0356292725,1468387171573 
Move forward to applanation setpoint,00003484,00001852,00001632,00000000,35.0395965576,1468387171579 
Move forward to applanation setpoint,00003500,00001852,00001648,00000000,35.0429725647,1468387171584 
Move forward to applanation setpoint,00003507,00001852,00001655,00000000,35.0464439392,1468387171590 
Move forward to applanation setpoint,00003493,00001852,00001641,00000000,35.0498161316,1468387171595 
Move forward to applanation setpoint,00003503,00001852,00001651,00000000,35.0531883240,1468387171601 
Move forward to applanation setpoint,00003509,00001852,00001657,00000000,35.0569610596,1468387171607 
Move forward to applanation setpoint,00003514,00001852,00001662,00000000,35.0607299805,1468387171613 
Move forward to applanation setpoint,00003500,00001852,00001648,00000000,35.0641059875,1468387171618 
Move forward to applanation setpoint,00003515,00001852,00001663,00000000,35.0675773621,1468387171624 
Move forward to applanation setpoint,00003524,00001852,00001672,00000000,35.0710487366,1468387171629 
Move forward to applanation setpoint,00003527,00001852,00001675,00000000,35.0744247437,1468387171635 
Move forward to applanation setpoint,00003526,00001852,00001674,00000000,35.0784912109,1468387171642 
Move forward to applanation setpoint,00003527,00001852,00001675,00000000,35.0821609497,1468387171647 
Move forward to applanation setpoint,00003530,00001852,00001678,00000000,35.0856361389,1468387171653 
Move forward to applanation setpoint,00003531,00001852,00001679,00000000,35.0892066956,1468387171659 
Move forward to applanation setpoint,00003526,00001852,00001674,00000000,35.0925788879,1468387171664 
Move forward to applanation setpoint,00003538,00001852,00001686,00000000,35.0960540771,1468387171671 
Move forward to applanation setpoint,00003552,00001852,00001700,00000000,35.0999221802,1468387171676 
Move forward to applanation setpoint,00003551,00001852,00001699,00000000,35.1033935547,1468387171682 
Move forward to applanation setpoint,00003551,00001852,00001699,00000000,35.1067695618,1468387171687 
Move forward to applanation setpoint,00003555,00001852,00001703,00000000,35.1102409363,1468387171693 
Move forward to applanation setpoint,00003570,00001852,00001718,00000000,35.1135139465,1468387171698 
Move forward to applanation setpoint,00003570,00001852,00001718,00000000,35.1172866821,1468387171705 
Move forward to applanation setpoint,00003563,00001852,00001711,00000000,35.1210556030,1468387171710 
Move forward to applanation setpoint,00003567,00001852,00001715,00000000,35.1245269775,1468387171716 
Move forward to applanation setpoint,00003554,00001852,00001702,00000000,35.1280021667,1468387171722 
Move forward to applanation setpoint,00003561,00001852,00001709,00000000,35.1313743591,1468387171727 
Move forward to applanation setpoint,00003557,00001852,00001705,00000000,35.1349449158,1468387171733 
Move forward to applanation setpoint,00003569,00001852,00001717,00000000,35.1383209229,1468387171738 
Move forward to applanation setpoint,00003561,00001852,00001709,00000000,35.1418914795,1468387171745 
Move forward to applanation setpoint,00003575,00001852,00001723,00000000,35.1461563110,1468387171751 
Move forward to applanation setpoint,00003591,00001852,00001739,00000000,35.1489372253,1468387171757 
Move forward to applanation setpoint,00003575,00001852,00001723,00000000,35.1509208679,1468387171762 
Move forward to applanation setpoint,00003588,00001852,00001736,00000000,35.1519126892,1468387171768 
Move forward to applanation setpoint,00003589,00001852,00001737,00000000,35.1521110535,1468387171774 
Moving to start position,00003583,00001852,00001731,00000000,35.1517143250,1468387171791 
Moving to start position,00003559,00001852,00001707,00000000,35.1495323181,1468387171800 
Moving to start position,00003556,00001852,00001704,00000000,35.1450653076,1468387171808 
Moving to start position,00003546,00001852,00001694,00000000,35.1387176514,1468387171816 
Moving to start position,00003485,00001852,00001633,00000000,35.1305809021,1468387171825 
Moving to start position,00003439,00001852,00001587,00000000,35.1199645996,1468387171833 
Moving to start position,00003414,00001852,00001562,00000000,35.1073646545,1468387171842 
Moving to start position,00003375,00001852,00001523,00000000,35.0924797058,1468387171850 
Moving to start position,00003358,00001852,00001506,00000000,35.0763092041,1468387171859 
Moving to start position,00003341,00001852,00001489,00000000,35.0558700562,1468387171868 
Moving to start position,00003255,00001852,00001403,00000000,35.0353317261,1468387171876 
Moving to start position,00003240,00001852,00001388,00000000,35.0133056641,1468387171884 
Moving to start position,00003190,00001852,00001338,00000000,34.9916763306,1468387171893 
Moving to start position,00003123,00001852,00001271,00000000,34.9681587219,1468387171901 
